SITE_ID,n_forest_cells,total_protected_forest_area_mha,mean_carbon_percentile,mean_pest_record_probability,obs_occurrence,record_intensity,mean_sampling_effort,lon,lat,IUCN_group,governance_group,ISO3,country
137,6,0.0397011067536642,0.521280529423113,0.03491261401249,0,0,5.067161606422,-73.9880372056105,3.90323746238631,II,Government,COL,Colombia
138,20,0.191523661290081,0.50042183104129,0.0883159488793525,0,0,5.4176221896498,-76.8775427149733,3.41224545727335,II,Government,COL,Colombia
139,6,0.0312712878373398,0.6973086200949,0.0725445977563278,0,0,4.492426211974,-75.9222458352769,3.65288915632835,II,Government,COL,Colombia
141,5,0.0336915173815372,0.517170419295245,0.0676567764478912,0,0,4.71804409415371,-76.3276790155089,2.12350871440549,II,Government,COL,Colombia
143,8,0.0348002769701534,0.720380313099911,0.138395472822213,0,0,6.99898533863564,-73.6885099562748,4.5677070381822,II,Government,COL,Colombia
183,18,0.163362955518735,0.396405693666531,0.0288021932505054,0,0,4.47186401167992,-77.6911590172304,-0.0480138033987029,II,Government,ECU,Ecuador
186,90,1.04185778064908,0.0797573765859514,0.0128998182563038,0,0,3.70290011016219,-76.0286315985809,-1.07333101011948,II,Government,ECU,Ecuador
188,24,0.191009952235114,0.482088191951204,0.0193106769499627,0,0,4.20510172526541,-78.2995259299355,-2.01617435364935,II,Government,ECU,Ecuador
236,33,0.351814039943348,0.415453560921992,0.0163498799739121,0,0,4.51415588527361,-77.6078073618574,7.92986579125477,II,Government,PAN,Panama
249,178,2.02521761314275,0.304512783333242,0.00543606101806154,0,0,1.54825066587656,-74.8029670200838,-5.22655161719057,VI,Government,PER,Peru
257,142,1.59400188907708,0.161583604523152,0.00264141941842402,0,0,1.65018029375056,-71.7123767126787,-12.0864130920751,II,Government,PER,Peru
259,14,0.0683074184065576,0.347411670795513,0.0345736664547269,0,0,3.72872890465049,-80.4039148992366,-3.95172679660102,II,Government,PER,Peru
317,11,0.0948862921713506,0.519187283074824,0.00831724040878404,0,0,2.72677263533655,-66.7599558085863,3.77523452506758,II,Government,VEN,Venezuela
318,14,0.144868195958407,0.542813342644624,0.017322832608762,0,0,1.76504231829007,-73.029685784327,9.34999827383045,II,Government,VEN,Venezuela
321,7,0.0555134378319573,0.731483459665267,0.113008401601797,0,0,5.22559139896468,-70.8340853815944,8.52744582051708,II,Government,VEN,Venezuela
322,8,0.0579345771496919,0.79736426041415,0.0983284648880153,0,0,4.57289207155739,-72.2250238775666,7.43788798581887,II,Government,VEN,Venezuela
